comment,facility,lecturer,others,training_program
việc thắc mắc thầy điều giải đáp .,0,3,0,0
nên giảng chậm lại .,0,1,0,0
"thời gian làm việc trên lớp không hiệu quả , giảng viên thường cho nghỉ học .",0,0,0,1
"giảng viên giảng dạy hay nói lan man , không đúng trọng tâm môn học .",0,1,0,0
hy vọng thầy giảng song ngữ để chúng em hiểu bài hơn ạ .,0,1,0,0
tổ chức học bù cho các buổi nghỉ để cung cấp đầy đủ kiến thức .,0,0,0,1
"giảng viên tận tình , giúp từng sinh viên tiếp cận với bài học , thân thiện với mọi người .",0,3,0,0
chấm bài và sửa nhiều bài tập hơn .,0,1,0,0
nhiều bài tập kiểm tra năng lực qua từng phần .,0,0,0,3
dạy tốt và hiệu quả .,0,3,0,0
"thầy rất hay đưa những ví dụ rất cụ thể về công nghệ tiến hiện có , rất hay , thú vị .",0,3,0,0
mong phòng đào tạo phản hồi lại với thầy để thầy dạy tốt hơn .,0,0,0,1
"cô dạy hay , hấp dẫn .",0,3,0,0
dạy nhanh .,0,1,0,0
"giảng dạy dễ hiểu , ví dụ trực quan .",0,3,0,0
bởi vì trong một số trường hợp sinh viên làm bài thi thì máy tính của trường không đáp ứng đủ nhu cầu của sinh viên phải đủ nhanh .,1,0,0,0
nhiệt tình tâm huyết giảng dạy .,0,3,0,0
môn khá khó hiểu nên thầy cô phải tạo những ý tưởng để sinh viên dễ hiểu bài hơn .,0,1,0,0
"lớp học rất thoải mái , thầy rất nhiệt tình , vui tính .",0,0,0,3
"vui vẻ , nhiệt tình chủ động giúp đỡ mọi khó khăn của sinh viên .",0,3,0,0
cô dạy lý thuyết hơi nhanh .,0,1,0,0
thầy cô dạy rất tốt !,0,3,0,0
"giảng viên nghỉ dạy quá nhiều , mỗi lần nghỉ chỉ báo trước sớm nhất 1h , có khi còn báo sau khi kết thúc buổi học , trong khi nhiều bạn đã đang ngồi trên xe bus đến trường rồi , làm sao cập nhật thông tin kịp .",0,1,0,0
tài liệu học tập phong phú .,0,0,0,3
"thầy tận tâm , nhiệt huyết , có khả năng truyền đạt kiến thức tới sinh viên rất tốt , mang tính thực tiễn cao .",0,3,0,0
viết lên bảng nhiều quá .,0,1,0,0
"giảng viên rất nhiệt tình , phần kiến thức giảng dạy cũng rất mới và thú vị .",0,3,0,0
kết quả môn thực hành thì rất tốt nhưng ở môn lý thuyết thì ngược lại .,0,0,1,0
thầy dạy rất nhiệt tình dễ hiểu .,0,3,0,0
"thang điểm của đề thi cuối kỳ không hợp lý , đề 4 câu nhưng nếu làm đúng hết 3 câu 1 , 2 và 4 vẫn chưa được 50% số điểm .",0,0,0,1
everything .,0,0,2,0
thầy nói nhỏ quá colonsmile .,0,3,0,0
giảng viên quan tâm trực tiếp đến sinh viên .,0,3,0,0
giảng viên truyền đạt kiến thức hiệu quả .,0,3,0,0
like ( y ) .,0,0,3,0
theo em thì thời lượng môn học quá dài và liên tục khiến mệt mỏi và không tập trung học tốt được .,0,0,0,1
"theo em nghĩ là sẽ ứng dụng thực tế được , và nhiều vì viễn thông , vệ tinh của nước mình cũng đang phát triển , chỉ là môn này chưa đi sâu vào lĩnh vựa này nên làm chúng em bị mơ hồ chưa nắm được trọng tâm môn học .",0,0,0,1
"tận tình , thân thiện .",0,3,0,0
môn học mang tính thực tiễn cao .,0,0,0,3
"thầy truyền đạt dễ hiểu , dễ nhớ .",0,3,0,0
cô nhiệt tình tận tâm .,0,3,0,0
hay và sáng tạo .,0,0,3,0
thầy dạy vui tạo hứng thú cho môn học .,0,3,0,0
"thầy nói rất dễ nghe , dễ hiểu .",0,3,0,0
bỏ thi lý thuyết cuối kỳ do làm đồ án tốn khá nhiều thời gian .,0,0,0,1
hướng dẫn sinh viên tận tình .,0,3,0,0
dạy kỹ hơn xíu .,0,1,0,0
"vui vẻ , nhiệt tình .",0,3,0,0
thầy luôn khuyến khích tính tự lập và sự thực tế trong công việc .,0,3,0,0
bài giảng dễ hiểu .,0,0,0,3
cô dạy khó hiểu và nhàm chán .,0,1,0,0
không thể nộp bài viết luận qua e-mail mà vẫn phải nộp bài bằng giấy viết tay khá mất thời gian .,0,1,0,0
chưa có diễn đàn trên courses để sinh viên có thể hỏi .,0,0,0,1
chúng em nhận được nhiều hơn thế .,0,0,0,1
giảng viên còn nói nhiều chuyện ngoài lề .,0,1,0,0
"bỏ qua những phần của những môn khác như báo cáo hoặc những phần thứ yếu như làm poster , youtube , giới thiệu về đồ án như một sản phẩm công nghệ thực sự .",0,0,0,1
slide trình chiếu đã quá cũ không cập nhật thông tin mới .,0,0,0,1
"nên sử dụng phấn , bảng hơn slide .",0,0,0,1
"khi sinh viên có thắc mắc về bài tập thì giáo viên chỉ dẫn tận tình , dễ hiểu .",0,3,0,0
"thầy không hiểu nhưng với em thấy buồn cho kết quả của môn học này kết quả không phải là điểm thưa thầy , kết quả mà em muốn được là khả năng nhận thức bản thân qua môn này được thầy giảng dạy .",0,1,0,0
giảng dạy tận tình và chu đáo .,0,3,0,0
nên học thực hành thường xuyên hơn ( không học cách tuần ) .,0,0,0,3
"thầy rất hiền , dạy nhiệt tình , giảng dễ hiểu .",0,3,0,0
"các tiết học chưa được sinh động , không hấp dẫn được sinh viên , có nhiều sự buồn chán .",0,0,1,0
cực hay .,0,0,3,0
giáo trình có vẻ cứng nhắc khó tiếp thu gây chán nản .,0,0,0,1
"nhiệt tình , tui khá làm khó học sinh nhưng thế học sinh mới học .",0,3,0,0
"tuy nhiên , thái độ của sinh viên trường uit với môn học này làm tôi rất rất thất vọng .",0,0,1,0
"môn này là môn học mới vì vậy cô chưa có đủ kiến thức để truyền tải , hỗ trợ tốt tới sinh viên .",0,0,0,1
"giảng viên giảng bài dễ hiểu , có đưa ra ví dụ minh họa .",0,3,0,0
"phòng thực hành còn thiếu máy cho một lớp sinh viên , chất lượng máy không đảm bảo , đôi khi không làm theo hướng dẫn được vì máy bị hỏng .",1,0,0,0
thầy giảng hay và tạo hứng thú cho sinh viên .,0,3,0,0
"những chủ đề , khía cạnh về tiếng anh phải được cho để sinh viên tìm hiểu .",0,0,0,1
"giảng viên giảng bài rất có hiệu quả , sinh viên hiểu bài tốt .",0,3,0,0
có thể tăng cường phần speaking và listening trong các giờ học .,0,0,0,3
"giáo viên thực hành và giáo viên lý thuyết không đồng nhất tiêu chí , yêu cầu của đồ án và kiến thức môn học .",0,1,0,0
học hết môn mà chẳng biết cái gì .,0,0,1,0
dạy dễ hiểu và giáo viên vui tính .,0,3,0,0
"trang thiết bị còn kém , loa chưa đủ rõ để nghe anh văn , máy chiếu chưa nhìn rõ màu sắc .",1,0,0,0
thầy hướng dẫn kỹ .,0,3,0,0
bài học còn tương đối sơ sài .,0,0,0,1
thầy giảng bài dễ hiểu !,0,3,0,0
thời gian học hiệu quả .,0,0,0,3
thầy dạy nhàm chán buồn ngủ .,0,1,0,0
không có ý kiến gì thêm .,0,0,2,0
"kiểm chứng phần mềm là một môn học khó , nên thực hành cần phải liên hệ thường xuyên với giáo viên , phải được gặp giáo viên hướng dẫn thường xuyên .",0,0,0,1
thầy rất nhiệt tình giải đáp những câu hỏi của sinh viên và thấy luôn đưa ra bài tập với hướng dẫn thực hành đầy đủ cho sinh viên .,0,3,0,0
"số lượng máy phòng thực hành quá ít , phải đến 2 - 3 người dùng chung một máy .",1,0,0,0
"tăng cường hệ thống thiết bị phòng học quạt , ổ điện .",0,0,0,1
"dạy hay , có tâm quyết với nghề , nhiệt tình .",0,3,0,0
đầy đủ chi tiết .,0,0,3,0
nên thực hành nói nhiều hơn và lên lớp nên có những hoạt động vui hơn .,0,0,0,1
giảng viên tận tình hướng dẫn .,0,3,0,0
đặc biệt là micro và máy chiếu còn trục trặc nhiều .,1,0,0,0
"cô dạy tận tình , dễ hiểu , sử dụng thời gian lên lớp hợp lý .",0,3,0,0
"điều chỉnh chất lượng doubledot với chương trình học tập hiên nay , sinh viên thương lắm vững kiến thức khi gần đến cuối kỳ gây khó cho sinh viên làm đồ án thời gian hạn hẹp .",0,0,0,1
"quan tâm sinh viên , bám sát đề cương ôn tập .",0,3,0,0
"nhiệt tình , hướng dẫn cụ thể .",0,3,0,0
thầy không điểm danh .,0,2,0,0
"cô dạy nhiệt tình , quan tâm đến học sinh .",0,3,0,0
"giờ lên lớp đều đặn , giảng viên tích cực giải đáp thắc mắc của sinh viên .",0,3,0,0
"hình thức đánh giá , chấm điểm giữa các nhóm , đánh giá bản thân , nhóm khách hàng .",0,0,2,0
"bên cạnh đó còn chia sẻ với sinh viên nhiều kinh nghiệm quý báu , có ích cho việc học và làm sau này .",0,3,0,0
về hạn nộp bài ( deadline ) trên moodle thầy nên cố định một giờ giấc nào đó .,0,1,0,0
không có ạ .,0,0,2,0
chưa làm rõ được ứng dụng vào thực tế của nội dung môn học .,0,1,0,0
"đề nghị trường triển khai hệ thống user để quản lý tốc độ cũng như sinh viên nào đang tải phim , soft , vdotv .",1,0,0,0
"lịch bù không rõ ràng , không ôn tập , dạy không kịp chương trình , đăng video cho sinh viên xem lại .",0,1,0,0
"slide bài giảng chưa được chuẩn hóa , đa phần sao chép nhặt mỗi nơi một ít .",0,0,0,1
thường xuyên vào lớp muộn và dạy lố giờ .,0,1,0,0
"bài thi cũng sử dụng nửa tiếng việt nửa tiếng anh với câu hỏi và đáp án khó hiểu , không rõ ràng .",0,0,0,1
"thầy wzjwz30 là một giảng viên trẻ , vì vậy thầy rất hiểu tâm lý sinh viên và giúp đỡ chúng em rất nhiều .",0,3,0,0
"giảng viên dễ thương , hiền lành , gần gũi với sinh viên , thường xuyên trợ giúp sinh viên một cách rất nhiệt tình , giúp sinh viên hiểu bài dễ hơn .",0,3,0,0
không nên dạy theo phương pháp như ở bậc phổ thông mà nên chú trọng vào rèn luyện đầy đủ các kỹ năng chính của môn học .,0,1,0,0
giáo viên nên bảo đảm giờ lên lớp để sinh viên biết chính xác học ngày nào .,0,1,0,0
tăng cường cập nhập kiến thức mới .,0,0,0,1
thầy có các khái niệm thực tế và có kinh nghiệm .,0,3,0,0
"phần hướng dẫn thực hành nên tập trung vào bài tập cần làm , hơn là hướng dẫn các ví dụ khó hiểu và không liên quan ví dụ như cho input và output để sinh viên có thể hình dung ra những công việc cần làm .",0,0,0,1
cần cân bằng giữa lý thuyết và thực hành .,0,0,0,1
"giảng viên tận tình , sử dụng giờ dạy hợp lý .",0,3,0,0
dạy đến khi các bạn hiểu rõ thì hãy tiếp tục .,0,1,0,0
thầy thường xuyên theo dõi sinh viên trong quá trình thực hành và giải đáp thắc mắc rất hợp lý .,0,3,0,0
cần có nhiều thiết bị trực quan hơn .,1,0,0,0
"nguyên tắc , phương pháp giảng dạy tốt .",0,3,0,0
"bài tập nhiều quá , không phù hợp lắm .",0,0,0,1
có chỗ thầy dạy quá kỹ nhưng có chỗ thì lại chỉ nói sơ qua .,0,2,0,0
có các ví dụ thực tiễn .,0,0,0,3
thầy wzjwz198 giảng dạy rất nhiệt tình và đầy đủ .,0,3,0,0
thiếu linh kiện .,1,0,0,0
hi hi đồ ngốc .,0,0,3,0
nội dung môn học rõ ràng .,0,0,0,3
"tận dụng tốt website môn học để chia sẻ tài liệu , thảo luận .",0,0,0,3
giảng viên chưa truyền đạt được bài học một cách dễ hiểu .,0,1,0,0
thầy nói to quá .,0,1,0,0
các bài tập wireshark đều là của năm 2007 hết .,0,0,0,1
nên nêu ví dụ cụ thể dễ hiễu hơn .,0,3,0,0
"thầy ơi , thầy chép ít lại dùm em .",0,1,0,0
thầy nghiêm túc .,0,2,0,0
giáo viên giảng bài dễ hiểu .,0,3,0,0
giảng viên cần có phương pháp giảng dạy tốt hơn .,0,1,0,0
lịch học thực hành trùng với lịch học lý thuyết .,0,0,0,1
kiến thức xã hội .,0,0,0,2
cô có thể nói to hơn một chút được không ạ !,0,1,0,0
thầy giúp cho sinh viên hiểu rõ vấn đề để thực hành đúng .,0,3,0,0
sẽ tạo được nhiều hứng thú hơn trong giờ học đòi hỏi nhiều kiến thức chuyên sâu này !,0,0,1,0
nên có nhiều thiết bị trực quan hơn .,1,0,0,0
"giảng viên thực hiện giảng dạy nghiêm túc , dễ hiểu , dễ tiếp thu , có nhiều buổi làm bài tập , sửa bài tập để ôn tập cho các kỳ kiểm tra , nghỉ bù đều có thông báo .",0,3,0,0
giảng viên nên cho sinh viên lựa chọn các nền tảng để phát triển game chứ không nhất thiết phải chọn nền tảng directx trên c .,0,1,0,0
giảng viên không nhiệt tình .,0,1,0,0
"thầy dạy ngắn gọn , súc tích , dễ hiểu .",0,3,0,0
cần wifi mạnh ở dãy nhà cũ .,1,0,0,0
"cần giảng kỹ hơn chút nhưng cũng đừng quá chậm , giảng viên nên quan niệm sinh viên đã đọc sơ bài ở nhà rồi , nên đi sâu vào những ý mới , đặc thù của từng phần .",0,1,0,0
khó tiếp thu !,0,0,1,0
thầy vui tính giảng bài dễ hiểu .,0,3,0,0
học thì đơn giản mà sao đề khó quá ạ !,0,0,0,1
giảng viên dạy có nhiều tiết học khá thú vị và thực tế .,0,3,0,0
"thầy dạy không có hứng , thầy chỉ đọc những gì trên slide và kêu sinh viên chép vào tập .",0,1,0,0
"thưa , thầy dạy rất dễ hiểu và tốc độ vừa phải .",0,3,0,0
cung cấp tài liệu đầy đủ .,0,3,0,0
chỉ bảo rõ ràng .,0,0,0,3
em đi học đầy đủ nhưng không có máy để thực hành .,1,0,0,0
giảng viên cần có tâm huyết hơn nữa .,0,1,0,0
khoảng 1 tiếng từ khi giảng viên cho phép kết nối thì sinh viên mới vào mạng được .,1,0,0,0
dạy theo đề cương môn học .,0,2,0,0
"thầy dạy nhiệt tình nhưng không đảm bảo giờ lên lớp , thường xuyên có giảng viên dạy thế .",0,1,0,0
"thầy dạy dễ hiểu , bài tập vừa sức .",0,3,0,0
thỉnh thoảng có một số máy không khởi động được .,1,0,0,0
"bài giảng của cô khá hay , có nhiều bài chúng em dễ mắc phải , cô đều chỉ rõ ra cho chúng em .",0,0,0,3
máy tính không được tốt lắm .,1,0,0,0
"cô dạy còn quá nhanh , sinh viên không kịp tiếp thu kiến thức .",0,1,0,0
"phương pháp học môn anh văn trên trường tốt với mọi người , nhưng nó xung khắc với phương pháp em đang tự học , nếu duy trì lâu em có biến cố .",0,0,0,1
lớp học vui .,0,3,0,0
cần có thêm nhiều bài tập .,0,0,0,1
"nhiệt tình trong việc giảng dạy cho sinh viên , ngoài ra thầy còn tạo nhiều động lực ví dụ cộng điểm quá trình khi giơ tay làm bài tập .",0,3,0,0
